MaterialID,MTitle,MShared,MaterialType,MDCGSID_ENname
136684,Cambridge YLE Test PrepSpeaking A,Jr. and Non-share,Junior,Everyday Language
136688,Cambridge YLE Test PrepSpeaking C,Jr. and Non-share,Junior,Everyday Language
136745,Fun with Grammar: What Did You Draw? ,Jr. and Non-share,Junior,Everyday Language
136750,Fun with Grammar: Where Did They Visit? ,Jr. and Non-share,Junior,Everyday Language
136816,Fun with Grammar: His Friend Is Amusing! ,Jr. and Non-share,Junior,Everyday Language
136817,Fun with Grammar: What Lovely Weather! ,Jr. and Non-share,Junior,Everyday Language
136821,Fun with Grammar: I Ran Into My Friend! ,Jr. and Non-share,Junior,Everyday Language
136822,Fun with Grammar: He's Gaining On Us! ,Jr. and Non-share,Junior,Everyday Language
137118,Music Genres:  A Capella Music,Jr. and Non-share,Junior,Art & Entertainment/**/Arts and Entertainment
137160,Oxford Discover B6-U5-S2,Jr. and Non-share,Junior,Travel and Transportation/**/TOEIC/**/TOEFL special training courses/**/Technology and Computers/**/History
137161,Oxford Discover B6-U5-S3,Jr. and Non-share,Junior,"Housing, Home, and Community/**/Sport/**/Chemistry/**/Housing, Home and Community/**/TOEFL special training courses/**/Social studies/**/Sports and Recreation"
137167,Oxford Discover B6-U5-S5,Jr. and Non-share,Junior,Everyday Language
137168,Oxford Discover B6-U5-S6,Jr. and Non-share,Junior,Everyday Language
137556,GEPT Writing ,Jr. and Non-share,Junior,Everyday Language
137557,GEPT Writing #2 ,Jr. and Non-share,Junior,Everyday Language
137558,GEPT Reading ,Jr. and Non-share,Junior,Everyday Language
137606,GEPT Reading #2 ,Jr. and Non-share,Junior,GEPT(TutorABCJr)
137626,Oxford Discover B6-U6-S2,Jr. and Non-share,Junior,Everyday Language
137628,Oxford Discover B6-U6-S3,Jr. and Non-share,Junior,Everyday Language
137630,Oxford Discover B6-U6-S5,Jr. and Non-share,Junior,Everyday Language
137631,Oxford Discover B6-U6-S6,Jr. and Non-share,Junior,Everyday Language
137637,Oxford Discover B6-U8-S3,Jr. and Non-share,Junior,Everyday Language
137640,Oxford Discover B6-U8-S5,Jr. and Non-share,Junior,Everyday Language
137657,Fashion Designer for a Day,Jr. and Non-share,Junior,Fashion/**/Shopping and Style/**/Everyday Language
137737,Oxford Discover B6-U9-S2,Jr. and Non-share,Junior,Everyday Language
137738,Oxford Discover B6-U9-S3,Jr. and Non-share,Junior,Everyday Language
137740,Oxford Discover B6-U9-S5,Jr. and Non-share,Junior,Everyday Language
137741,Oxford Discover B6-U9-S6,Jr. and Non-share,Junior,Everyday Language
137743,Oxford Discover B6-U10-S2,Jr. and Non-share,Junior,Everyday Language
137744,Oxford Discover B6-U10-S3,Jr. and Non-share,Junior,Everyday Language
137746,Oxford Discover B6-U10-S5,Jr. and Non-share,Junior,Everyday Language
137747,Oxford Discover B6-U10-S6 ,Jr. and Non-share,Junior,Everyday Language
137800,Oxford Discover B6-U11-S2,Jr. and Non-share,Junior,Everyday Language
137801,Oxford Discover B6-U11-S3,Jr. and Non-share,Junior,Everyday Language
137803,Oxford Discover B6-U11-S5,Jr. and Non-share,Junior,Everyday Language
137804,Oxford Discover B6-U11-S6,Jr. and Non-share,Junior,Everyday Language
137820,Oxford Discover B6-U12-S2,Jr. and Non-share,Junior,Everyday Language
137824,Oxford Discover B6-U12-S3,Jr. and Non-share,Junior,Everyday Language
137826,Oxford Discover B6-U12-S5,Jr. and Non-share,Junior,Everyday Language
137828,Oxford Discover B6-U12-S6,Jr. and Non-share,Junior,Everyday Language
137831,Oxford Discover B6-U13-S2,Jr. and Non-share,Junior,Everyday Language
137832,Oxford Discover B6-U13-S3,Jr. and Non-share,Junior,Everyday Language
137835,Oxford Discover B6-U13-S6,Jr. and Non-share,Junior,Everyday Language
137947,Music: Musicians,Jr. and Non-share,Junior,Everyday Language
137974,Oxford Discover B6-U14-S2,Jr. and Non-share,Junior,Everyday Language
137978,Oxford Discover B6-U14-S6,Jr. and Non-share,Junior,Everyday Language
137982,Oxford Discover B6-U15-S3,Jr. and Non-share,Junior,Everyday Language
137984,Oxford Discover B6-U15-S5,Jr. and Non-share,Junior,Everyday Language
137985,Oxford Discover B6-U15-S6,Jr. and Non-share,Junior,Everyday Language
137990,Oxford Discover B6-U7-S2,Jr. and Non-share,Junior,Everyday Language
137991,Oxford Discover B6-U7-S3,Jr. and Non-share,Junior,Everyday Language
137993,Oxford Discover B6-U7-S5,Jr. and Non-share,Junior,Everyday Language
137994,Oxford Discover B6-U7-S6 ,Jr. and Non-share,Junior,Everyday Language
138277,Oxford Discover B5-U15-S2,Jr. and Non-share,Junior,Everyday Language
138278,Oxford Discover B5-U15-S3,Jr. and Non-share,Junior,Everyday Language
138280,Oxford Discover B5-U15-S5,Jr. and Non-share,Junior,Everyday Language
138301,SSAT Writing Preparation #3 ,Jr. and Non-share,Junior,Everyday Language
138302,SSAT Writing Preparation #4 ,Jr. and Non-share,Junior,
138367,Oxford Discover B6-U16-S3,Jr. and Non-share,Junior,Everyday Language
138406,Athletics,Jr. and Non-share,Junior,Sport/**/Sports and Recreation
138410,GEPT Reading Practice ,Jr. and Non-share,Junior,GEPT(TutorABCJr)
138425,Hockey,Jr. and Non-share,Junior,Sport/**/Sports and Recreation
138426,Swimming,Jr. and Non-share,Junior,Sport/**/Sports and Recreation
138458,Sports Vocabulary,Jr. and Non-share,Junior,Sport/**/Sports and Recreation
138592,Discussion - General Conversation  ,Jr. and Non-share,Junior,Everyday Language
138593,Discussion - Travel ,Jr. and Non-share,Junior,Everyday Language
138596,Discussion - Your Daily Routine ,Jr. and Non-share,Junior,Everyday Language
138800,Cartoons,Jr. and Non-share,Junior,Art & Entertainment/**/Arts and Entertainment
138972,Musical Styles (Baroque and Classical),Jr. and Non-share,Junior,Art & Entertainment/**/Arts and Entertainment
139014,Animal Workers: Animals we ride [Adjectives with 'ful],Jr. and Non-share,Junior,Everyday Language
139047,We got the green light. [Idioms with color green],Jr. and Non-share,Junior,Everyday Language
139051,Think Outside The Box,Jr. and Non-share,Junior,Everyday Language
139070,"Housing, Home, Community - Moving to a New House ",Jr. and Non-share,Junior,"Housing, Home, and Community/**/Housing, Home and Community"
139110,NBA: Kareem Abdul-Jabbar,Jr. and Non-share,Junior,Sport/**/Sports and Recreation
139177,"Everyday Language - To, Too and Two",Jr. and Non-share,Junior,Everyday Language
139181,"Housing, Home, Community - Libraries",Jr. and Non-share,Junior,"Housing, Home, and Community/**/Housing, Home and Community"
139187,NBA: Magic Johnson,Jr. and Non-share,Junior,Sport/**/Sports and Recreation
139305,Do you know your spices?,Jr. and Non-share,Junior,Food and Cooking
139306,Tuna – nutritious meals in a can!,Jr. and Non-share,Junior,Food and Cooking
139311,Water polo,Jr. and Non-share,Junior,Sport/**/Sports and Recreation
139367,Money and Banks,Jr. and Non-share,Junior,Money Matters
139371,Math and Physics -  Counting to 20,Jr. and Non-share,Junior,Mathematics
139373,Math and Physics - heat,Jr. and Non-share,Junior,Science
140091,People behaving like animals,Jr. and Non-share,Junior,Everyday Language
140130,Foods I like! Berries,Jr. and Non-share,Junior,Everyday Language/**/Food and Cooking
141363,SAT Preparation: Reading #1 ,Jr. and Non-share,Junior,
141375,Cambridge YLE Movers – Speaking #1,Jr. and Non-share,Junior,
141376,Cambridge YLE Movers – Reading & Writing #1,Jr. and Non-share,Junior,
141427,Cambridge YLE Movers – Reading & Writing #2,Jr. and Non-share,Junior,
141434,Cambridge YLE Movers – Speaking #2,Jr. and Non-share,Junior,
141532,JR Special Session: Story Corner – E.C. Max and the Floating Friend,Share,Junior,
141585,Sat Preparation: Writing #2,Jr. and Non-share,Junior,
141671,SAT Preparation: Writing #5 ,Jr. and Non-share,Junior,Everyday Language
141884,A Casual Conversation ,Jr. and Non-share,Junior,Everyday Language
141888,Car Technology - Jaguar F-Type,Jr. and Non-share,Junior,Technology and Computers
141889,Car Technology - Tires of Tomorrow,Jr. and Non-share,Junior,Technology and Computers
142104,Let's Talk! ,Jr. and Non-share,Junior,Everyday Language
142144,Speaking Time! ,Jr. and Non-share,Junior,Everyday Language
142148,Having a Discussion ,Jr. and Non-share,Junior,"Housing, Home, and Community/**/Travel and Transportation/**/Housing, Home and Community/**/Art & Entertainment/**/Arts and Entertainment/**/Everyday Language"
142680,Absolute Construction - A Letter to a Friend,Jr. and Non-share,Junior,Everyday Language
143025,Car Technology - Airless Tires,Jr. and Non-share,Junior,Technology and Computers
143026,High Technology - Beam of Invisibility,Jr. and Non-share,Junior,Technology and Computers
143222,How Technology is Improving Education,Jr. and Non-share,Junior,Technology and Computers
143224,Augmented Reality – the Future of Education,Jr. and Non-share,Junior,Technology and Computers
143238,Casual Conversations ,Jr. and Non-share,Junior,People and Relationships/**/Everyday Language
143239,Your Chance to Talk ,Jr. and Non-share,Junior,Everyday Language
143240,Discussion Time ,Jr. and Non-share,Junior,Everyday Language
143291,High Technology and Our Bodies,Jr. and Non-share,Junior,Technology and Computers
143292,High Tech Innovations,Jr. and Non-share,Junior,Technology and Computers/**/Everyday Language
143293,Emerging Technology,Jr. and Non-share,Junior,Technology and Computers/**/Everyday Language
144209,IELTS Speaking Practice I,Jr. and Non-share,Junior,IELTS/**/Everyday Language
144210,IELTS Writing Practice I ,Jr. and Non-share,Junior,IELTS
144527, JR Cambridge FCE Test - Speaking,Jr. and Non-share,Junior,Everyday Language
145009,Social Issues: A Discussion Lesson ,Jr. and Non-share,Junior,People and Relationships/**/Social studies
145574,The Scientific Method ,Jr. and Non-share,Junior,Technology and Computers/**/Science
145610,Blood Types ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Biology"
145630,Science and Health: Healthcare in Ancient Rome ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
145633,Basketball - The NBA,Jr. and Non-share,Junior,Sport/**/Sports and Recreation
145865,Interview Skills - what is your greatest strength,Share,Junior,Jobs/**/Careers and Jobs
146012,Interview Skills - what is your greatest weakness,Share,Junior,Fashion/**/Jobs/**/Careers and Jobs/**/Shopping and Style
146156,SAT Preparation: Writing I,Jr. and Non-share,Junior,Everyday Language
146348,SAT Preparation: Writing II ,Jr. and Non-share,Junior,Everyday Language
146412,GEPT Preparation: Reading I ,Jr. and Non-share,Junior,Everyday Language
146635,GEPT Preparation: Writing I ,Jr. and Non-share,Junior,
147014,Art & Entertainment - Robin Williams,Jr. and Non-share,Junior,Art & Entertainment/**/Arts and Entertainment
147015,Art & Entertainment - Vincent Van Gogh,Jr. and Non-share,Junior,Art & Entertainment/**/Arts and Entertainment
147016,Art & Entertainment - Andy Warhol,Jr. and Non-share,Junior,Art & Entertainment/**/Arts and Entertainment
147090,Writing the News: How To Do It,Jr. and Non-share,Junior,"Culture, History, and Religion/**/History & Culture"
147300,It's a New World - Ecosystem  ,Jr. and Non-share,Junior,"History & Culture/**/Culture, History, and Religion/**/Housing, Home, and Community/**/Housing, Home and Community"
147302,It's a New World - Let's Dream About Your Future ,Jr. and Non-share,Junior,People and Relationships/**/Everyday Language
147310,Writing a Letter: How To Do It,Jr. and Non-share,Junior,General school training/**/Everyday Language
147317,"It's a New World - Millenials, a New Breed ",Jr. and Non-share,Junior,People and Relationships/**/Everyday Language
147320,It's a New World - The Arctic ,Jr. and Non-share,Junior,People and Relationships/**/Everyday Language
147326,It's a New World - Natural Wonders of the World,Jr. and Non-share,Junior,People and Relationships/**/Everyday Language
147364,It's a New World - Save the Sea Turtles,Jr. and Non-share,Junior,"History & Culture/**/Culture, History, and Religion/**/Everyday Language"
147366,It's a New World - Toronto ,Jr. and Non-share,Junior,"Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
147377,It's a New World - The Cango Caves,Jr. and Non-share,Junior,Travel and Transportation/**/Everyday Language
147379,It's a New World - The Sahara Desert   ,Jr. and Non-share,Junior,Travel and Transportation/**/Everyday Language
147381,It’s a New World - The Great Barrier Reef ,Jr. and Non-share,Junior,Travel and Transportation/**/Everyday Language
147575,Common Mistakes In English,Jr. and Non-share,Junior,Everyday Language
147576,Marketing: Present Simple Vs. Present Continuous,Jr. and Non-share,Junior,Everyday Language
147583,Clothing Design - Dressy Casual  ,Jr. and Non-share,Junior,Fashion/**/Shopping and Style/**/Everyday Language
147586,It's a New World - Traditional gets a Modern Flair ,Jr. and Non-share,Junior,Fashion/**/Shopping and Style/**/Everyday Language
148474,Special Session - GEPT Reading Comprehension 1,Jr. and Non-share,Junior,Everyday Language
148475,Special Session - GEPT Reading Comprehension 3,Jr. and Non-share,Junior,Everyday Language
148476,Special Session - GEPT Reading Comprehension 2,Jr. and Non-share,Junior,Everyday Language
148511,TOEFL iBT - Speaking 2 ,Jr. and Non-share,Junior,TOEFL
148513,TOEFL iBT - Whats New 1 ,Jr. and Non-share,Junior,TOEFL
149877,TOEIC Series: Speaking I ,Jr. and Non-share,Junior,TOEIC
149878,TOEIC Series: Speaking II ,Jr. and Non-share,Junior,TOEIC
149887,GEPT Intermediate - Speaking I,Jr. and Non-share,Junior,GEPT(TutorABCJr)/**/Everyday Language
149901,GEPT Intermediate - Speaking II ,Jr. and Non-share,Junior,GEPT(TutorABCJr)/**/Everyday Language
149903,GEPT Intermediate: Speaking III ,Jr. and Non-share,Junior,GEPT(TutorABCJr)/**/Everyday Language
149921,GEPT Intermediate - Speaking IV,Jr. and Non-share,Junior,GEPT(TutorABCJr)/**/Everyday Language
149978,GEPT Intermediate - Speaking V,Jr. and Non-share,Junior,GEPT(TutorABCJr)/**/Everyday Language
149979,GEPT Intermediate - Speaking VI ,Jr. and Non-share,Junior,GEPT(TutorABCJr)
149996,GEPT Intermediate: Speaking VII,Jr. and Non-share,Junior,GEPT(TutorABCJr)
150017,GEPT Intermediate - Speaking IX ,Jr. and Non-share,Junior,GEPT(TutorABCJr)/**/Everyday Language
152500,Pocket Travel Guide - England,Jr. and Non-share,Junior,"Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
152801,Health & Medicine: Bad Habits ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
152813,Health and Medicine - Diabetes,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
152814,Health and Medicine - Gluten Intolerance,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
152846,Health & Medicine: Common Types of Depression ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
152892,Health and Medicine - With These Five Senses ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
152893,Health and Medicine - Seeing inside the Body,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
152895,Health & Medicine: Medical Specialists ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
152930,Health and Medicine - Healing with Sound ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
152936,Health & Medicine: Keeping Your Mind Sharp ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
152973,Health & Medicine: The Challenges of New Tech in Healthcare ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
152979,Health and Medicine - The Best of Bones,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
152982,Health and Medicine - The Cardiovascular System,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
152987,Health & Medicine: An American Epidemic ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
153102,Health & Medicine: Alcohol Consumption,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153117,Health and Medicine - Optometry,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153120,Health and Medicine - Chiropractors,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153125,Here's to Your Health: the Joys of Juicing,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Food and Cooking"
153128,Health & Medicine: Diets That Actually Work ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153141,Health and Medicine - Warning Signs Your Should Not Ignore ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153146,Health and Medicine - Neurology,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153148,Health & Medicine: Detrimental Sleep Myths ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153164,Health & Medicine: Healthcare in Ancient Times ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153172,Health & Medicine: Healthy TV Viewing Habits ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153256,Health and Medicine - High Cholesterol,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153257,Health and Medicine - Multiple Sclerosis,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153752,Health and Medicine - Metabolic Syndrome,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153753,Health and Medicine - Salmonella Infection ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153754,Health and Medicine - Psoriasis,Jr. and Non-share,Junior,Technology and Computers
153853,Health and Medicine - Dry Eyes,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153854,Health and Medicine - Restless Leg Syndrome,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153887,Health & Medicine: The Benefits of Drinking Water ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153920,"Winter, Spring, Summer, Fall",Jr. and Non-share,Junior,Technology and Computers
153955,Coral Reef ,Jr. and Non-share,Junior,Technology and Computers
153962,Health & Medicine: Recovering After a Workout ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
154926,World History: The Renaissance: A Cultural Rebirth  ,Jr. and Non-share,Junior,"Culture, History, and Religion/**/History & Culture"
154927,People & Relationships: Fostering a Positive Mindset,Jr. and Non-share,Junior,People and Relationships
154933,Finance & Economics: The Reasons People Go Bankrupt ,Jr. and Non-share,Junior,Money Matters
154941,Looking at Shakespeare,Jr. and Non-share,Junior,"Culture, History, and Religion/**/History & Culture"
155140,Finance & Economics: Money Lessons Teens Should Learn ,Jr. and Non-share,Junior,Money Matters
155142,Finance & Economics: The Causes & Consequences of Deflation ,Jr. and Non-share,Junior,Money Matters
155147,Exploring Nature: The Great Migration in Africa ,Jr. and Non-share,Junior,"Countries, Cities, and Towns/**/Countries, Cities and Towns"
155149,People & Relationships: Maintaining Lifelong Friendships ,Jr. and Non-share,Junior,People and Relationships
155156,Finance & Economics: An Economic Collapse ,Jr. and Non-share,Junior,Money Matters
155157,Health and Medicine: Meditation in Schools,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
155158,Health and Medicine: Common Sports Injuries,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
155178,Exploring Nature: Natural & Wildlife Adventure Trips ,Jr. and Non-share,Junior,Travel and Transportation
155249,World History: The Age of Enlightenment ,Jr. and Non-share,Junior,"Culture, History, and Religion/**/History & Culture"
157368,Technology: Voice Controls,Jr. and Non-share,Junior,Technology and Computers
157409,World History: The Beatles ,Jr. and Non-share,Junior,"Culture, History, and Religion/**/History & Culture"
157985,People & Relationships: Clear Signs Your Friend Is Being Manipulative,Jr. and Non-share,Junior,People and Relationships
158030,Finance & Economics: The Causes Of An Economic Recession ,Jr. and Non-share,Junior,Money Matters
158032,People & Relationships: Enriching Our Lives Through Friendship ,Jr. and Non-share,Junior,People and Relationships
158137,Science & Technology: The Science of the Cosmos ,Jr. and Non-share,Junior,Technology and Computers
158807,What to Eat for Better Concentration,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
158898,How The World Has Changed ,Jr. and Non-share,Junior,"Countries, Cities, and Towns/**/Countries, Cities and Towns"
158899,The Negative Effects of Advertising ,Jr. and Non-share,Junior,Money Matters
158910,Amazing Uses of Virtual Reality ,Jr. and Non-share,Junior,Technology and Computers
158999,Strange Ancient Traditions ,Jr. and Non-share,Junior,"Culture, History, and Religion/**/History & Culture"
159022,How To Be More Likable ,Jr. and Non-share,Junior,People and Relationships
159023,The Rise & Fall of Mighty Empires ,Jr. and Non-share,Junior,"Culture, History, and Religion/**/History & Culture"
159042,Books That Changed The World ,Jr. and Non-share,Junior,"Culture, History, and Religion/**/History & Culture"
159281,Common Phobias ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
160954,Calming Yourself Down ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
160995,Catching a Show on Broadway ,Jr. and Non-share,Junior,Art & Entertainment/**/Arts and Entertainment
161743,tutorJr程式教育課程_Python初級課程04,Jr. and Non-share,Junior,Technology and Computers/**/Science
161935,Money Matters Lingo ,Jr. and Non-share,Junior,Money Matters
164176,The First Americans ,Jr. and Non-share,Junior,"Countries, Cities, and Towns/**/Countries, Cities and Towns"
164177,The Early Beginnings of the Golden City ,Jr. and Non-share,Junior,"Culture, History, and Religion/**/History & Culture"
164181,Culture Meets Education ,Jr. and Non-share,Junior,Everyday Language
164231,The Best Literary Film Adaptations ,Jr. and Non-share,Junior,Art & Entertainment/**/Arts and Entertainment
165166,Social Media & Online Shopping,Jr. and Non-share,Junior,Fashion/**/Shopping and Style/**/Everyday Language
165167,A Communications Tech Company ,Jr. and Non-share,Junior,Technology and Computers
165228,To Wear or Not To Wear?,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
165231,Success Versus Failure ,Jr. and Non-share,Junior,Money Matters
165326,Africa's COVID Response ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
165385,A Neighborhood of the Future ,Jr. and Non-share,Junior,Technology and Computers
165494,More New Year's Celebrations ,Jr. and Non-share,Junior,"Culture, History, and Religion/**/History & Culture"
165495,Online Fraud ,Jr. and Non-share,Junior,Everyday Language
165669,Lottery Winners Who Lost It All ,Jr. and Non-share,Junior,Money Matters
165748,Legendary Music Festivals ,Jr. and Non-share,Junior,Art & Entertainment/**/Arts and Entertainment
165753,Surprising Benefits of Failure ,Jr. and Non-share,Junior,Everyday Language
157900,World History: The Infamous 27 Club ,Jr. and Non-share,Junior,"Culture, History, and Religion/**/History & Culture"
157757,Let's Go 6_Unit1 Review2,Jr. and Non-share,Junior,Everyday Language
157741,Let's Go 5_Unit2 Review2,Jr. and Non-share,Junior,Everyday Language
157684,Let's Go 2_Unit1 Review1,Jr. and Non-share,Junior,Everyday Language
154425,The Effects of Global Warming ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153995,Health & Medicine: Fad Diets ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153821,Healthy Lifestyle: Minimise the Risk of Heart Disease,Jr. and Non-share,Junior,People and Relationships/**/Money Matters
153309,Health & Medicine: Natural Detoxifiers ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153308,Health & Medicine: Running Mistakes to Avoid ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153293,Health & Medicine: Healthy Habits for Healthy Families,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
153275,Health & Medicine: The Power of the Goji Berry ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
165757,Recent Scientific Discoveries ,Jr. and Non-share,Junior,Technology and Computers
165804,More Scientific Discoveries ,Jr. and Non-share,Junior,Technology and Computers
165805,Booking Trips Online ,Jr. and Non-share,Junior,Travel and Transportation
165806,An Emerging Treatment ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
165809,Seeking Medical Treatment ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
165966,Top TikTok Influencers ,Jr. and Non-share,Junior,Technology and Computers
166528,tutorJr_STEAM學科主題教材_3-2-1-1,Share,Junior,"Travel and Transportation/**/Housing, Home, and Community/**/Biology/**/People and Relationships/**/GEPT(TutorABCJr)/**/Mathematics/**/TOEIC/**/Countries, Cities, and Towns/**/Everyday Language/**/Shopping and Style/**/Science/**/IELTS special training courses/**/History & Culture/**/Fashion/**/Technology and Computers/**/IELTS/**/Countries, Cities and Towns/**/Art & Entertainment/**/Social studies/**/Culture, History, and Religion/**/Interesting, Fun and games/**/TOEFL special training courses/**/General school training/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Money Matters/**/Jobs/**/CET(vipabcJr)/**/TOEFL/**/Housing, Home and Community/**/Chemistry/**/Food and Cooking/**/Physics/**/History/**/Geography"
166620,How to improve academic writing skill: Thinking about writing,Share,Junior,
167359,國小五年級_STEAM學科主題課程_滅火小英雄,Share,Junior,
167971,0414_小蜜_1,Share,Junior,
168017,0419_張正芬_上,Share,Junior,
168018,張正芬_0419_下,Share,Junior,
168087,0429_Mo,Share,Junior,
168088,0429_MO_下,Share,Junior,
168196,0504_Amanda上,Share,Junior,
101675,Modal Verbs: Can & Could,Share,Adult,Everyday Language
103067,Animals and Pets,Share,Adult,Plants and Animal
103285,Men and Women Making Investments,Adult and Non-share,Adult,"Management/**/Business, Industry and Finance"
103430,Building Your Presentation Skills : Preparing your Speech,Share,Adult,Fun/Interesting stuff
103742,Pronunciation Series 20 - Voiced and Unvoiced TH sounds,Share,Adult,"Training, Education and School"
103744,Pronunciation Series 22 - N and -NG sounds,Share,Adult,Everyday Language
103747,Pronunciation Series 25 - 'ed' Endings,Share,Adult,"Training, Education and School/**/Everyday Language"
103946,Smart English - Improving Writing Skills I,Share,Adult,Everyday Language
104084,Thematic Vocabulary Building: Travel Vocabulary,Share,Adult,Everyday Language
104431,How to score in TOEIC - 8 (coordinating conjunctions),Adult and Non-share,Adult,"Training, Education and School"
104504,How to score in TOEIC listening-1 (similar sounds),Adult and Non-share,Adult,Everyday Language
104591,Concept and Mindset for Success,Adult and Non-share,Adult,"Management/**/Careers and Jobs/**/Business, Industry and Finance"
104965,Famous people and theories - Merrill Lynch,Adult and Non-share,Adult,"Management/**/Business, Industry and Finance"
105005,Famous people and theories - Bill Gates,Share,Adult,"Culture, History, and Religion/**/Business, Industry and Finance/**/People and Relationships/**/Science, Technology, and Computers/**/Careers and Jobs/**/History & Culture"
105131,Everyday Language - Buying Things,Adult and Non-share,Adult,Fashion/**/Shopping and Style/**/Everyday Language
105238,GEPT intermediate vocabulary,Share,Adult,Everyday Language
105256,GEPT Intermediate Level Test--Phrases,Share,Adult,"Training, Education and School/**/Everyday Language"
105257,GEPT Intermediate Level Test--Reading Comprehension Test,Share,Adult,"Training, Education and School/**/Everyday Language"
105430,Biography: Albert Einstein,Share,Adult,"Science, Technology, and Computers"
105433,Let's celebrate Mardi Gras,Adult and Non-share,Adult,"Culture, History, and Religion/**/History & Culture/**/Fun/Interesting stuff/**/Art & Entertainment/**/Arts and Entertainment"
105589,TOEIC VOCABULARY - Adverbs ~ Part II,Adult and Non-share,Adult,"Training, Education and School/**/Everyday Language"
105627,TOEIC VOCABULARY - Prefixes ~ Part I,Adult and Non-share,Adult,"Training, Education and School/**/Everyday Language"
105654,Special Session: How to Score High in TOEIC - Beginner's Vocabulary Part XII,Share,Adult,"Training, Education and School"
